Jogador,Equipa_CSV,Jogador_Sofascore,Equipa_Sofascore,Foto_Jogador_URL,Escudo_Clube_URL,Liga,Pais_Liga,Logo_Liga_URL,Match_Score,Qualidade_Match
R. Auzmendi,Banfield,Rodrigo Auzmendi,San Lorenzo,https://api.sofascore.com/api/v1/player/1019621/image,https://api.sofascore.com/api/v1/team/3201/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.34,BAIXA_REVISAR
R. Barrios,Barracas Central,Rafael Barrios,Barracas Central,https://api.sofascore.com/api/v1/player/584038/image,https://api.sofascore.com/api/v1/team/65668/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
R. Beney,Famalicão,Romeo Beney,Famalicão,https://api.sofascore.com/api/v1/player/1195796/image,https://api.sofascore.com/api/v1/team/49531/image,Liga Portugal Betclic,Portugal,https://api.sofascore.com/api/v1/unique-tournament/238/image,0.94,ALTA
R. Benítez,Águilas Doradas,Royner Benitez,Rionegro Águilas Doradas,https://api.sofascore.com/api/v1/player/1466673/image,https://api.sofascore.com/api/v1/team/48244/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
R. Biojo,ADT,Ronny Biojo,Asociación Deportiva Tarma,https://api.sofascore.com/api/v1/player/965873/image,https://api.sofascore.com/api/v1/team/335557/image,Liga 1,Peru,https://api.sofascore.com/api/v1/unique-tournament/406/image,0.34,BAIXA_REVISAR
R. Blanco,PSBS Biak Numfor,Ruyery Blanco,PSBS Biak,https://api.sofascore.com/api/v1/player/974049/image,https://api.sofascore.com/api/v1/team/266861/image,Indonesia Super League,Indonesia,https://api.sofascore.com/api/v1/unique-tournament/1015/image,0.85,ALTA
R. Bochi,Aldosivi,Roberto Bochi,Aldosivi,https://api.sofascore.com/api/v1/player/897138/image,https://api.sofascore.com/api/v1/team/36836/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
R. Borja,Libertad,Enrique Rafael Caicedo Borja,Libertad,https://api.sofascore.com/api/v1/player/2488151/image,https://api.sofascore.com/api/v1/team/394127/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.91,ALTA
R. Botta,Defensa y Justicia,Rubén Botta,Defensa y Justicia,https://api.sofascore.com/api/v1/player/249829/image,https://api.sofascore.com/api/v1/team/36839/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
R. Brazionis,Racing,Ramiro Brazionis,Racing de Montevideo,https://api.sofascore.com/api/v1/player/1091378/image,https://api.sofascore.com/api/v1/team/25010/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.85,ALTA
R. Briones,Independiente del Valle,Ronald Briones,Independiente del Valle,https://api.sofascore.com/api/v1/player/1108522/image,https://api.sofascore.com/api/v1/team/39723/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
R. Bustamante,Deportivo Cali,Rafael Bustamante,No team,https://api.sofascore.com/api/v1/player/934421/image,https://api.sofascore.com/api/v1/team/241802/image,,,,0.34,BAIXA_REVISAR
R. Cabezas,El Nacional,Rommel Cabezas,El Nacional,https://api.sofascore.com/api/v1/player/1105297/image,https://api.sofascore.com/api/v1/team/5254/image,LigaPro Serie B,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/10240/image,0.94,ALTA
R. Cabral,Huracán,Rafael Cabral,No team,https://api.sofascore.com/api/v1/player/2150494/image,https://api.sofascore.com/api/v1/team/241802/image,,,,0.34,BAIXA_REVISAR
R. Cabrera,River Plate,Rodrigo Cabrera,River Plate UY,https://api.sofascore.com/api/v1/player/1515255/image,https://api.sofascore.com/api/v1/team/3237/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.85,ALTA
R. Caicedo,Emelec,Romario Caicedo,Emelec,https://api.sofascore.com/api/v1/player/858239/image,https://api.sofascore.com/api/v1/team/5255/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
R. Caicedo,Universidad Católica,Renato Caicedo,Universidad Católica del Ecuador U20,https://api.sofascore.com/api/v1/player/1808080/image,https://api.sofascore.com/api/v1/team/1173099/image,,,,0.85,ALTA
R. Caicedo,Atlético Nacional,Royer Alejandro Caicedo Gonzalez,Atlético Nacional,https://api.sofascore.com/api/v1/player/2442270/image,https://api.sofascore.com/api/v1/team/6106/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.91,ALTA
R. Calderón,Deportivo Cuenca,Richard Calderón,Deportivo Cuenca,https://api.sofascore.com/api/v1/player/827122/image,https://api.sofascore.com/api/v1/team/5251/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
R. Caroca,Huachipato,Rafael Caroca,Huachipato,https://api.sofascore.com/api/v1/player/36995/image,https://api.sofascore.com/api/v1/team/3164/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
R. Carrascal,América de Cali,Rafael Carrascal,América de Cali,https://api.sofascore.com/api/v1/player/818936/image,https://api.sofascore.com/api/v1/team/6102/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
R. Carrera,Lanús,Ramiro Carrera,CA Lanús,https://api.sofascore.com/api/v1/player/340441/image,https://api.sofascore.com/api/v1/team/3218/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.85,ALTA
R. Carrillo,Botafogo SP,Ronie Carrillo,Mushuc Runa SC,https://api.sofascore.com/api/v1/player/873891/image,https://api.sofascore.com/api/v1/team/134976/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.34,BAIXA_REVISAR
R. Cáseres,Unión La Calera,Rodrigo Caseres,Unión La Calera,https://api.sofascore.com/api/v1/player/1108449/image,https://api.sofascore.com/api/v1/team/48242/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
R. Castillo,Lanús,A. Del Castillo,CA Lanús,https://api.sofascore.com/api/v1/player/2315806/image,https://api.sofascore.com/api/v1/team/257121/image,Liga Femenina,Argentina,https://api.sofascore.com/api/v1/unique-tournament/29888/image,0.85,ALTA
R. Castillo,Marathón,Rubilio Castillo,CD Marathon,https://api.sofascore.com/api/v1/player/797168/image,https://api.sofascore.com/api/v1/team/25355/image,"Liga Betcris de Honduras, Clausura",Honduras,https://api.sofascore.com/api/v1/unique-tournament/11614/image,0.85,ALTA
R. Cecchini,San Lorenzo,Lorenzo Cecchini,Sangiovannese,https://api.sofascore.com/api/v1/player/2465720/image,https://api.sofascore.com/api/v1/team/2791/image,Eccellenza Toscana,Italy Amateur,https://api.sofascore.com/api/v1/unique-tournament/22894/image,0.34,BAIXA_REVISAR
R. Celis,Zamora,Richard Celis,Zamora,https://api.sofascore.com/api/v1/player/875516/image,https://api.sofascore.com/api/v1/team/6237/image,Liga FUTVE,Venezuela,https://api.sofascore.com/api/v1/unique-tournament/231/image,0.94,ALTA
R. Chagas,Juventud,Rodrigo Chagas,Juventud de Las Piedras,https://api.sofascore.com/api/v1/player/1128907/image,https://api.sofascore.com/api/v1/team/3224/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.85,ALTA
R. Colpa,Unión Magdalena,Royscer Colpa,Jaguares de Córdoba,https://api.sofascore.com/api/v1/player/927547/image,https://api.sofascore.com/api/v1/team/89370/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.34,BAIXA_REVISAR
R. Contreras,Millonarios,Rodrigo Contreras,Millonarios,https://api.sofascore.com/api/v1/player/293341/image,https://api.sofascore.com/api/v1/team/6117/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
R. Cristóbal,Guabirá,Ramiro Cristobal,Guabirá,https://api.sofascore.com/api/v1/player/1117512/image,https://api.sofascore.com/api/v1/team/47701/image,División Profesional,Bolivia,https://api.sofascore.com/api/v1/unique-tournament/16736/image,0.94,ALTA
R. De Jesús,Lanús,Ronaldo de Jesus Lopez,CA Lanús,https://api.sofascore.com/api/v1/player/1095279/image,https://api.sofascore.com/api/v1/team/3218/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.85,ALTA
R. Delgado,Defensa y Justicia,Rafael Delgado,Deportes La Serena,https://api.sofascore.com/api/v1/player/799653/image,https://api.sofascore.com/api/v1/team/5031/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.34,BAIXA_REVISAR
R. Di Luciano,CSKA Moskva,Ramiro Di Luciano,CSKA Moscow,https://api.sofascore.com/api/v1/player/1111527/image,https://api.sofascore.com/api/v1/team/2325/image,Russian Premier League,Russia,https://api.sofascore.com/api/v1/unique-tournament/203/image,0.56,MEDIA
R. España,Envigado,Rubio España,Envigado FC,https://api.sofascore.com/api/v1/player/1388634/image,https://api.sofascore.com/api/v1/team/6114/image,Categoría Primera B,Colombia,https://api.sofascore.com/api/v1/unique-tournament/1238/image,0.85,ALTA
R. Falcao,Millonarios,Radamel Falcao,Millonarios,https://api.sofascore.com/api/v1/player/25682/image,https://api.sofascore.com/api/v1/team/6117/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
R. Fernández,Palestino,Ronnie Fernández,Palestino,https://api.sofascore.com/api/v1/player/805150/image,https://api.sofascore.com/api/v1/team/3157/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
R. Fernández,Independiente,Rodrigo Fernández,CA Independiente,https://api.sofascore.com/api/v1/player/877599/image,https://api.sofascore.com/api/v1/team/3209/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.85,ALTA
R. Funes Mori,Estudiantes,Ramiro Funes Mori,Estudiantes de La Plata,https://api.sofascore.com/api/v1/player/252313/image,https://api.sofascore.com/api/v1/team/3206/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.87,ALTA
R. Gallo,Deportivo Riestra,Rodrigo Gallo,Deportivo Riestra,https://api.sofascore.com/api/v1/player/1003722/image,https://api.sofascore.com/api/v1/team/189723/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
R. Garcés,El Nacional,Roberto Garcés,El Nacional,https://api.sofascore.com/api/v1/player/869783/image,https://api.sofascore.com/api/v1/team/5254/image,LigaPro Serie B,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/10240/image,0.94,ALTA
R. Garro,Corinthians,Rodrigo Garro,Corinthians,https://api.sofascore.com/api/v1/player/994454/image,https://api.sofascore.com/api/v1/team/1957/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,0.94,ALTA
R. Giampaoli,Gimnasia La Plata,Renzo Giampaoli,Gimnasia y Esgrima,https://api.sofascore.com/api/v1/player/1066559/image,https://api.sofascore.com/api/v1/team/3205/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.49,BAIXA_REVISAR
R. Gómez,Bahia,Román Gómez,Bahia,https://api.sofascore.com/api/v1/player/1807816/image,https://api.sofascore.com/api/v1/team/1955/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,0.94,ALTA
R. González,Aldosivi,Rodrigo González,Aldosivi,https://api.sofascore.com/api/v1/player/978882/image,https://api.sofascore.com/api/v1/team/36836/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
R. González,Ñublense,Joaquín González,Ñublense,https://api.sofascore.com/api/v1/player/2038473/image,https://api.sofascore.com/api/v1/team/7029/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
R. González,Everton,Ramiro González,Everton de Viña del Mar,https://api.sofascore.com/api/v1/player/886915/image,https://api.sofascore.com/api/v1/team/5032/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.85,ALTA
R. Haller,Nacional,Rafael Haller,Boston River,https://api.sofascore.com/api/v1/player/1177801/image,https://api.sofascore.com/api/v1/team/174970/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.34,BAIXA_REVISAR
R. Herrera,Newell's Old Boys,Rodrigo Herrera,Newell's Old Boys,https://api.sofascore.com/api/v1/player/1067815/image,https://api.sofascore.com/api/v1/team/3212/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
R. Hillen,NAC Breda,Rio Hillen,NAC Breda,https://api.sofascore.com/api/v1/player/1012927/image,https://api.sofascore.com/api/v1/team/2947/image,VriendenLoterij Eredivisie,Netherlands,https://api.sofascore.com/api/v1/unique-tournament/37/image,0.94,ALTA
R. Hinojosa,Blooming,Roberto Hinojosa,Blooming,https://api.sofascore.com/api/v1/player/989392/image,https://api.sofascore.com/api/v1/team/6968/image,División Profesional,Bolivia,https://api.sofascore.com/api/v1/unique-tournament/16736/image,0.94,ALTA
R. Holgado,América de Cali,Rodrigo Holgado,Coquimbo Unido,https://api.sofascore.com/api/v1/player/889043/image,https://api.sofascore.com/api/v1/team/3165/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.34,BAIXA_REVISAR
R. Insúa,Barracas Central,Rodrigo Insúa,Barracas Central,https://api.sofascore.com/api/v1/player/1020511/image,https://api.sofascore.com/api/v1/team/65668/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
R. Jaramillo,Orense,Renny Jaramillo,Orense SC,https://api.sofascore.com/api/v1/player/588640/image,https://api.sofascore.com/api/v1/team/277525/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
R. Julio,Inter Bogotá,Ronaldo Julio,Internacional de Bogota U20,https://api.sofascore.com/api/v1/player/2123056/image,https://api.sofascore.com/api/v1/team/1164637/image,,,,0.54,MEDIA
R. López,Vitória,Renzo López,Vitória,https://api.sofascore.com/api/v1/player/926513/image,https://api.sofascore.com/api/v1/team/1962/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,0.94,ALTA
R. Lozano,Platense,Manex Lozano,Real Racing Club,https://api.sofascore.com/api/v1/player/2236496/image,https://api.sofascore.com/api/v1/team/2835/image,LaLiga 2,Spain,https://api.sofascore.com/api/v1/unique-tournament/54/image,0.34,BAIXA_REVISAR
R. Luna,Quilmes,Ramiro Luna,Quilmes Atlético Club,https://api.sofascore.com/api/v1/player/1084975/image,https://api.sofascore.com/api/v1/team/4936/image,Primera Nacional,Argentina,https://api.sofascore.com/api/v1/unique-tournament/703/image,0.85,ALTA
R. Luzárraga,Técnico Universitario,Roberto Luzarraga,Técnico Universitario,https://api.sofascore.com/api/v1/player/877435/image,https://api.sofascore.com/api/v1/team/21941/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
R. Machado,Liverpool,Renzo Machado,Liverpool UY,https://api.sofascore.com/api/v1/player/1467136/image,https://api.sofascore.com/api/v1/team/6879/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.85,ALTA
R. Malanca,Huachipato,Renzo Malanca,Huachipato,https://api.sofascore.com/api/v1/player/1096236/image,https://api.sofascore.com/api/v1/team/3164/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
R. Manjarrés,Inter Bogotá,Ruben Manjarres,Internacional de Bogotá,https://api.sofascore.com/api/v1/player/1098315/image,https://api.sofascore.com/api/v1/team/1164534/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.54,MEDIA
R. Márquez,Unión Magdalena,Rafael Márquez,No team,https://api.sofascore.com/api/v1/player/3563/image,https://api.sofascore.com/api/v1/team/241802/image,,,,0.34,BAIXA_REVISAR
R. Martínez,Talleres Córdoba,Ronaldo Martinez,CA Talleres,https://api.sofascore.com/api/v1/player/874452/image,https://api.sofascore.com/api/v1/team/3210/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.64,MEDIA
R. Martínez,Paysandu,Roberto Martínez,Portugal,https://api.sofascore.com/api/v1/player/19518/image,https://api.sofascore.com/api/v1/team/4704/image,UEFA Nations League,Europe,https://api.sofascore.com/api/v1/unique-tournament/10783/image,0.34,BAIXA_REVISAR
R. Mejía,Once Caldas,Robert Mejía,Once Caldas,https://api.sofascore.com/api/v1/player/1020193/image,https://api.sofascore.com/api/v1/team/6118/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
R. Meneses,Orense,Randy Meneses,Orense SC,https://api.sofascore.com/api/v1/player/1190243/image,https://api.sofascore.com/api/v1/team/277525/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
R. Mina,LDU Quito,Ruddy Mina,LDU Quito U20,https://api.sofascore.com/api/v1/player/1835658/image,https://api.sofascore.com/api/v1/team/406009/image,,,,0.85,ALTA
R. Mina,LDU Quito,Ruddy Mina,LDU Quito U20,https://api.sofascore.com/api/v1/player/1835658/image,https://api.sofascore.com/api/v1/team/406009/image,,,,0.85,ALTA
R. Monti,Remo,Rafael Monti,Remo,https://api.sofascore.com/api/v1/player/2024892/image,https://api.sofascore.com/api/v1/team/2012/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,0.94,ALTA
R. Orihuela,Sarmiento,Renzo Orihuela,Sarmiento,https://api.sofascore.com/api/v1/player/941402/image,https://api.sofascore.com/api/v1/team/42338/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
R. Ortiz Páez,Manta,David Iglesias Ortiz,Baeza C.F,https://api.sofascore.com/api/v1/player/1626503/image,https://api.sofascore.com/api/v1/team/378925/image,Andalucia Division Honor Senior,Spain Amateur,https://api.sofascore.com/api/v1/unique-tournament/16799/image,0.31,BAIXA_REVISAR
R. Pájaro,Deportivo Cali,Ronaldo Pájaro,Deportivo Cali,https://api.sofascore.com/api/v1/player/1175016/image,https://api.sofascore.com/api/v1/team/6112/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
R. Peralta,Juventud,Ramiro Peralta,Juventud de Las Piedras,https://api.sofascore.com/api/v1/player/1117098/image,https://api.sofascore.com/api/v1/team/3224/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.85,ALTA
R. Pérez,Olimpia,Rodrigo Pérez,Olimpia,https://api.sofascore.com/api/v1/player/1177546/image,https://api.sofascore.com/api/v1/team/5997/image,"Primera División, Apertura",Paraguay,https://api.sofascore.com/api/v1/unique-tournament/11540/image,0.94,ALTA
R. Pérez,Unión Magdalena,Roberto Carlos Vanegas Perez,Unión Magdalena,https://api.sofascore.com/api/v1/player/1176518/image,https://api.sofascore.com/api/v1/team/89376/image,Categoría Primera B,Colombia,https://api.sofascore.com/api/v1/unique-tournament/1238/image,0.91,ALTA
