Jogador,Equipa_CSV,Jogador_Sofascore,Equipa_Sofascore,Foto_Jogador_URL,Escudo_Clube_URL,Liga,Pais_Liga,Logo_Liga_URL,Match_Score,Qualidade_Match
E. Bonifacio,Independiente Rivadavia,Ezequiel Bonifacio,Independiente Rivadavia,https://api.sofascore.com/api/v1/player/583978/image,https://api.sofascore.com/api/v1/team/36842/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Brítez,Fortaleza,Emanuel Brítez,Fortaleza,https://api.sofascore.com/api/v1/player/789395/image,https://api.sofascore.com/api/v1/team/2020/image,Brasileirão Série B,Brazil,https://api.sofascore.com/api/v1/unique-tournament/390/image,0.94,ALTA
E. Burgos,Godoy Cruz,Esteban Burgos,Godoy Cruz,https://api.sofascore.com/api/v1/player/594426/image,https://api.sofascore.com/api/v1/team/6074/image,Primera Nacional,Argentina,https://api.sofascore.com/api/v1/unique-tournament/703/image,0.94,ALTA
E. Busquets,Torque,Ezequiel Busquets,Montevideo City Torque,https://api.sofascore.com/api/v1/player/937257/image,https://api.sofascore.com/api/v1/team/174972/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.85,ALTA
E. Cabeza,Delfin,Edilson Cabeza,Delfín,https://api.sofascore.com/api/v1/player/1066553/image,https://api.sofascore.com/api/v1/team/213638/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
E. Cabrera,Tigre,Elías Cabrera,Tigre,https://api.sofascore.com/api/v1/player/1201391/image,https://api.sofascore.com/api/v1/team/7628/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Caicedo,Mushuc Runa,Elian Caicedo,Mushuc Runa SC,https://api.sofascore.com/api/v1/player/1804592/image,https://api.sofascore.com/api/v1/team/134976/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
E. Caicedo,Orense,Eber Caicedo,Orense SC,https://api.sofascore.com/api/v1/player/226216/image,https://api.sofascore.com/api/v1/team/277525/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
E. Caicedo,El Nacional,J Caicedo,El Nacional,https://api.sofascore.com/api/v1/player/1807802/image,https://api.sofascore.com/api/v1/team/5254/image,LigaPro Serie B,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/10240/image,1.0,ALTA
E. Calderon,O'Higgins,Esteban Calderón,O'Higgins,https://api.sofascore.com/api/v1/player/1409341/image,https://api.sofascore.com/api/v1/team/3163/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
E. Camargo,Boyacá Chicó,Enrique Camargo,Boyacá Chicó FC,https://api.sofascore.com/api/v1/player/1162189/image,https://api.sofascore.com/api/v1/team/6107/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
E. Cannavo,Defensa y Justicia,Ezequiel Cannavo,Racing Club,https://api.sofascore.com/api/v1/player/1094180/image,https://api.sofascore.com/api/v1/team/3215/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.34,BAIXA_REVISAR
E. Carcelén,Técnico Universitario,Edison Carcelen,Técnico Universitario,https://api.sofascore.com/api/v1/player/846828/image,https://api.sofascore.com/api/v1/team/21941/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
E. Cardona,Atlético Nacional,Edwin Cardona,Atlético Nacional,https://api.sofascore.com/api/v1/player/153793/image,https://api.sofascore.com/api/v1/team/6106/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
E. Cardozo,Racing Club,Evelio Cardozo,Nueva Chicago,https://api.sofascore.com/api/v1/player/974656/image,https://api.sofascore.com/api/v1/team/3200/image,Primera Nacional,Argentina,https://api.sofascore.com/api/v1/unique-tournament/703/image,0.34,BAIXA_REVISAR
E. Castillo,LDU Quito,Ederson Castillo,LDU,https://api.sofascore.com/api/v1/player/1913695/image,https://api.sofascore.com/api/v1/team/5257/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
E. Castillo,Liverpool,Enzo Castillo,Liverpool UY,https://api.sofascore.com/api/v1/player/1468187/image,https://api.sofascore.com/api/v1/team/6879/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.85,ALTA
E. Cavani,Boca Juniors,Edinson Cavani,Boca Juniors,https://api.sofascore.com/api/v1/player/21521/image,https://api.sofascore.com/api/v1/team/3202/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Cerutti,San Lorenzo,Ezequiel Cerutti,San Lorenzo,https://api.sofascore.com/api/v1/player/340785/image,https://api.sofascore.com/api/v1/team/3201/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Cetré,Estudiantes,Edwuin Cetré,Estudiantes de La Plata,https://api.sofascore.com/api/v1/player/927790/image,https://api.sofascore.com/api/v1/team/3206/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.85,ALTA
E. Copetti,Rosario Central,Enzo Copetti,Rosario Central,https://api.sofascore.com/api/v1/player/860045/image,https://api.sofascore.com/api/v1/team/3217/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Coronel,Rosario Central,Emanuel Coronel,Rosario Central,https://api.sofascore.com/api/v1/player/895593/image,https://api.sofascore.com/api/v1/team/3217/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Crespo,River Plate,Emilio Crespo Pazos,River Plate UY,https://api.sofascore.com/api/v1/player/1938622/image,https://api.sofascore.com/api/v1/team/3237/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.83,ALTA
E. Crucci,Wanderers,Esteban Crucci,Montevideo Wanderers,https://api.sofascore.com/api/v1/player/1808310/image,https://api.sofascore.com/api/v1/team/3240/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.85,ALTA
E. Cuello,Ciudad de Bolívar,Emanuel Cuello,Ciudad de Bolivar,https://api.sofascore.com/api/v1/player/925193/image,https://api.sofascore.com/api/v1/team/340432/image,Primera Nacional,Argentina,https://api.sofascore.com/api/v1/unique-tournament/703/image,0.94,ALTA
E. da Silva,Racing,Esteban Da Silva,Racing de Montevideo,https://api.sofascore.com/api/v1/player/1121490/image,https://api.sofascore.com/api/v1/team/25010/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.87,ALTA
E. Dávila,Mushuc Runa,Nicolás Davila,Mushuc Runa SC,https://api.sofascore.com/api/v1/player/873889/image,https://api.sofascore.com/api/v1/team/134976/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
E. de los Santos,Unión La Calera,Erik De Los Santos,Racing de Montevideo,https://api.sofascore.com/api/v1/player/928952/image,https://api.sofascore.com/api/v1/team/25010/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.37,BAIXA_REVISAR
E. Díaz,São Paulo,Enzo Díaz,São Paulo,https://api.sofascore.com/api/v1/player/932937/image,https://api.sofascore.com/api/v1/team/1981/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,0.94,ALTA
E. Elizalde,Millonarios,Edgar Elizalde,Millonarios,https://api.sofascore.com/api/v1/player/874565/image,https://api.sofascore.com/api/v1/team/6117/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
E. Fernández,Antigua GFC,Enzo Nicolás Fernández,Antigua GFC,https://api.sofascore.com/api/v1/player/1472675/image,https://api.sofascore.com/api/v1/team/163296/image,"Liga Nacional de Fútbol de Guatemala, Clausura",Guatemala,https://api.sofascore.com/api/v1/unique-tournament/11615/image,0.92,ALTA
E. Ferrario,Audax Italiano,Enzo Ferrario,Audax Italiano,https://api.sofascore.com/api/v1/player/981010/image,https://api.sofascore.com/api/v1/team/3162/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
E. Forclaz,Estudiantes Río Cuarto,Ezequiel Forclaz,Estudiantes de Río Cuarto,https://api.sofascore.com/api/v1/player/1179213/image,https://api.sofascore.com/api/v1/team/266694/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. García,Wanderers,Alan Garcia,Montevideo Wanderers,https://api.sofascore.com/api/v1/player/936685/image,https://api.sofascore.com/api/v1/team/3240/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.85,ALTA
E. Giménez,Rosario Central,Enzo Giménez,Rosario Central,https://api.sofascore.com/api/v1/player/927326/image,https://api.sofascore.com/api/v1/team/3217/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Giménez,River Plate,Elián Giménez,River Plate,https://api.sofascore.com/api/v1/player/2035913/image,https://api.sofascore.com/api/v1/team/3211/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Godoy,Argentinos Juniors,Erik Godoy,Argentinos Juniors,https://api.sofascore.com/api/v1/player/249427/image,https://api.sofascore.com/api/v1/team/3216/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Gómez,Vélez Sarsfield,Elías Gómez,Vélez Sarsfield,https://api.sofascore.com/api/v1/player/365862/image,https://api.sofascore.com/api/v1/team/3208/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Gruezo Castillo,Querétaro,,,,,,,,0.0,NAO_ENCONTRADO
E. Guevara,Deportivo Cuenca,Eddie Guevara,Deportivo Cuenca,https://api.sofascore.com/api/v1/player/827127/image,https://api.sofascore.com/api/v1/team/5251/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
E. Gularte,Peñarol,Emanuel Gularte,Peñarol,https://api.sofascore.com/api/v1/player/846544/image,https://api.sofascore.com/api/v1/team/3227/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.94,ALTA
E. Hernández,Coquimbo Unido,Elvis Hernández,Coquimbo Unido,https://api.sofascore.com/api/v1/player/1019924/image,https://api.sofascore.com/api/v1/team/3165/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
E. Herrera,San Lorenzo,Ezequiel Herrera,San Lorenzo,https://api.sofascore.com/api/v1/player/1199307/image,https://api.sofascore.com/api/v1/team/3201/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Hoyos,Ferro Carril Oeste,Enzo Hoyos,Club Ferro Carril Oeste,https://api.sofascore.com/api/v1/player/1547224/image,https://api.sofascore.com/api/v1/team/36841/image,Primera Nacional,Argentina,https://api.sofascore.com/api/v1/unique-tournament/703/image,0.85,ALTA
E. Irala,Shabab Al Ahli Dubai,Elian Irala,Shabab Al-Ahli Dubai,https://api.sofascore.com/api/v1/player/1385755/image,https://api.sofascore.com/api/v1/team/264111/image,UAE Pro League,United Arab Emirates,https://api.sofascore.com/api/v1/unique-tournament/971/image,0.64,MEDIA
E. Jourdan,Cerro Largo,Emiliano Jourdan,Cerro Largo,https://api.sofascore.com/api/v1/player/1485208/image,https://api.sofascore.com/api/v1/team/25009/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.94,ALTA
E. Larrosa,Medellín,Enzo Larrosa,Independiente Medellín,https://api.sofascore.com/api/v1/player/1089286/image,https://api.sofascore.com/api/v1/team/6115/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
E. Lastre,CD Moquegua,Edgar Lastre,CD Moquegua,https://api.sofascore.com/api/v1/player/1018573/image,https://api.sofascore.com/api/v1/team/492848/image,Liga 1,Peru,https://api.sofascore.com/api/v1/unique-tournament/406/image,0.94,ALTA
E. Londoño,Envigado,Santiago Londoño,Envigado FC,https://api.sofascore.com/api/v1/player/1508614/image,https://api.sofascore.com/api/v1/team/6114/image,Categoría Primera B,Colombia,https://api.sofascore.com/api/v1/unique-tournament/1238/image,0.85,ALTA
E. López,Tolima,Edwar López,Deportes Tolima,https://api.sofascore.com/api/v1/player/924950/image,https://api.sofascore.com/api/v1/team/6111/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
E. López,San Martín Mendoza,Luis López,Eibar,https://api.sofascore.com/api/v1/player/1014375/image,https://api.sofascore.com/api/v1/team/2839/image,LaLiga 2,Spain,https://api.sofascore.com/api/v1/unique-tournament/54/image,0.34,BAIXA_REVISAR
E. López,Envigado,Edison López,Envigado FC,https://api.sofascore.com/api/v1/player/941672/image,https://api.sofascore.com/api/v1/team/6114/image,Categoría Primera B,Colombia,https://api.sofascore.com/api/v1/unique-tournament/1238/image,0.85,ALTA
E. Mammana,Vélez Sarsfield,Emanuel Mammana,Vélez Sarsfield,https://api.sofascore.com/api/v1/player/358914/image,https://api.sofascore.com/api/v1/team/3208/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Mancuso,Estudiantes,Eros Mancuso,Estudiantes de La Plata,https://api.sofascore.com/api/v1/player/1116624/image,https://api.sofascore.com/api/v1/team/3206/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.85,ALTA
E. Martínez,Palmeiras,Emiliano Martínez,Palmeiras,https://api.sofascore.com/api/v1/player/973533/image,https://api.sofascore.com/api/v1/team/1963/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,0.94,ALTA
E. Martínez,Fortaleza,Jader Martínez,Fortaleza FC,https://api.sofascore.com/api/v1/player/1628440/image,https://api.sofascore.com/api/v1/team/89368/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
E. Martínez,Gimnasia La Plata,Enzo Martínez,Gimnasia y Esgrima,https://api.sofascore.com/api/v1/player/932234/image,https://api.sofascore.com/api/v1/team/3205/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.49,BAIXA_REVISAR
E. Más,Juventud,Emmanuel Más,Juventud de Las Piedras,https://api.sofascore.com/api/v1/player/249271/image,https://api.sofascore.com/api/v1/team/3224/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.85,ALTA
E. Matus,Audax Italiano,Esteban Matus,Audax Italiano,https://api.sofascore.com/api/v1/player/1177236/image,https://api.sofascore.com/api/v1/team/3162/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
E. Mejía,Universidad Católica,Eddy Mejía,Universidad Católica del Ecuador,https://api.sofascore.com/api/v1/player/922092/image,https://api.sofascore.com/api/v1/team/21942/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
E. Mena,Medellín,Esneyder Mena,Independiente Medellín,https://api.sofascore.com/api/v1/player/875765/image,https://api.sofascore.com/api/v1/team/6115/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
E. Mena,Universidad Católica,Eugenio Mena,Universidad Católica,https://api.sofascore.com/api/v1/player/117430/image,https://api.sofascore.com/api/v1/team/3151/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
E. Mendoza,Delfin,Erick Mendoza,Delfín,https://api.sofascore.com/api/v1/player/1630784/image,https://api.sofascore.com/api/v1/team/213638/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
E. Mereles,Nacional,Exequiel Mereles,Nacional,https://api.sofascore.com/api/v1/player/1836840/image,https://api.sofascore.com/api/v1/team/3230/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.94,ALTA
E. Mesa,Técnico Universitario,Edwin Mesa,Técnico Universitario,https://api.sofascore.com/api/v1/player/1185465/image,https://api.sofascore.com/api/v1/team/21941/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
E. Meza,Estudiantes,Eric Meza,Estudiantes de La Plata,https://api.sofascore.com/api/v1/player/941092/image,https://api.sofascore.com/api/v1/team/3206/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.85,ALTA
E. Moreira,La Serena,Enderson Moreira,Grêmio Novorizontino,https://api.sofascore.com/api/v1/player/149578/image,https://api.sofascore.com/api/v1/team/135514/image,Brasileirão Série B,Brazil,https://api.sofascore.com/api/v1/unique-tournament/390/image,0.34,BAIXA_REVISAR
E. Moreno,Deportivo Pereira,Eber Moreno,Deportivo Pereira,https://api.sofascore.com/api/v1/player/1173350/image,https://api.sofascore.com/api/v1/team/6109/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
E. Mosquera,Santa Fe,Edwin Mosquera,Independiente Santa Fe,https://api.sofascore.com/api/v1/player/974306/image,https://api.sofascore.com/api/v1/team/6116/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
E. Muñoz,Gimnasia Mendoza,Ezequiel Muñoz,Gimnasia y Esgrima Mendoza,https://api.sofascore.com/api/v1/player/42450/image,https://api.sofascore.com/api/v1/team/188441/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.64,MEDIA
E. Navarro,Once Caldas,Efraín Navarro,Once Caldas,https://api.sofascore.com/api/v1/player/925250/image,https://api.sofascore.com/api/v1/team/6118/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
E. Noriega,Grêmio,Erick Noriega,Grêmio,https://api.sofascore.com/api/v1/player/1020375/image,https://api.sofascore.com/api/v1/team/5926/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,0.94,ALTA
E. Obregón,Torque,Esteban Obregón,Montevideo City Torque,https://api.sofascore.com/api/v1/player/1086964/image,https://api.sofascore.com/api/v1/team/174972/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.85,ALTA
E. Ojeda,Huracán,Emmanuel Ojeda,Huracán,https://api.sofascore.com/api/v1/player/857488/image,https://api.sofascore.com/api/v1/team/7629/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Olivera,Cerro Largo,Olivera,Cerro Largo,https://api.sofascore.com/api/v1/player/2039895/image,https://api.sofascore.com/api/v1/team/25009/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,1.0,ALTA
E. Pascoal Silvestre,Itabaiana,,,,,,,,0.0,NAO_ENCONTRADO
E. Pata,Independiente del Valle,Emerson Pata,Independiente del Valle,https://api.sofascore.com/api/v1/player/1201005/image,https://api.sofascore.com/api/v1/team/39723/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
E. Patta,Libertad,Elvis Patta,Libertad,https://api.sofascore.com/api/v1/player/588628/image,https://api.sofascore.com/api/v1/team/394127/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
E. Paulista,Nakhon Pathom,Jonatas Paulista,Uberlândia EC,https://api.sofascore.com/api/v1/player/794848/image,https://api.sofascore.com/api/v1/team/32873/image,"Mineiro, Módulo I",Brazil,https://api.sofascore.com/api/v1/unique-tournament/379/image,0.34,BAIXA_REVISAR
E. Pavez,Colo Colo,Claudio Pavez,CD Colchagua,https://api.sofascore.com/api/v1/player/1981755/image,https://api.sofascore.com/api/v1/team/243489/image,Tercera División A,Chile Amateur,https://api.sofascore.com/api/v1/unique-tournament/22063/image,0.34,BAIXA_REVISAR
E. Pepinós,Leones del Norte,Elian Pepinos,Leones del Norte,https://api.sofascore.com/api/v1/player/2039602/image,https://api.sofascore.com/api/v1/team/388234/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
E. Peralta Villamayor,Boyacá Chicó,,,,,,,,0.0,NAO_ENCONTRADO
E. Pereyra,Defensa y Justicia,Elías Pereyra,Defensa y Justicia,https://api.sofascore.com/api/v1/player/922450/image,https://api.sofascore.com/api/v1/team/36839/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Pérez,Argentinos Juniors,Enzo Pérez,Argentinos Juniors,https://api.sofascore.com/api/v1/player/33958/image,https://api.sofascore.com/api/v1/team/3216/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Perlaza,Monagas,Elvis Perlaza,Monagas,https://api.sofascore.com/api/v1/player/285361/image,https://api.sofascore.com/api/v1/team/6233/image,Liga FUTVE,Venezuela,https://api.sofascore.com/api/v1/unique-tournament/231/image,0.94,ALTA
E. Piovi,Estudiantes,Ezequiel Piovi,Estudiantes de La Plata,https://api.sofascore.com/api/v1/player/359098/image,https://api.sofascore.com/api/v1/team/3206/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.85,ALTA
E. Puch,Deportes Iquique,Edson Puch,Deportes Iquique,https://api.sofascore.com/api/v1/player/72894/image,https://api.sofascore.com/api/v1/team/33596/image,Liga de Ascenso,Chile,https://api.sofascore.com/api/v1/unique-tournament/1240/image,0.94,ALTA
E. Pulga,Bahia,Erick Pulga,Bahia,https://api.sofascore.com/api/v1/player/1104070/image,https://api.sofascore.com/api/v1/team/1955/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,0.94,ALTA
E. Quiñónez,Aucas,Ederson Quiñónez,Aucas,https://api.sofascore.com/api/v1/player/2039601/image,https://api.sofascore.com/api/v1/team/5249/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
E. Raggio,Platense,Eugenio Raggio,Platense,https://api.sofascore.com/api/v1/player/1214048/image,https://api.sofascore.com/api/v1/team/36837/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Ramírez,Huracán,Eric Ramírez,Huracán,https://api.sofascore.com/api/v1/player/792334/image,https://api.sofascore.com/api/v1/team/7629/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Ramos,Everton,Emiliano Ramos,Everton de Viña del Mar,https://api.sofascore.com/api/v1/player/1199239/image,https://api.sofascore.com/api/v1/team/5032/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.85,ALTA
E. Redín,Plaza Colonia,Ezequias Emanuel Redin,Plaza Colonia,https://api.sofascore.com/api/v1/player/846768/image,https://api.sofascore.com/api/v1/team/3235/image,Copa Uruguay,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/18877/image,0.92,ALTA
E. Remedi,Peñarol,Eric Remedi,Peñarol,https://api.sofascore.com/api/v1/player/796096/image,https://api.sofascore.com/api/v1/team/3227/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.94,ALTA
E. Restrepo,Llaneros,Eyder Restrepo,Llaneros FC,https://api.sofascore.com/api/v1/player/1014821/image,https://api.sofascore.com/api/v1/team/89374/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
E. Reynoso,Deportivo Cali,Emanuel Reynoso,Deportivo Cali,https://api.sofascore.com/api/v1/player/856109/image,https://api.sofascore.com/api/v1/team/6112/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
E. Rigoni,Belgrano,Emiliano Rigoni,Club Atlético Belgrano,https://api.sofascore.com/api/v1/player/257587/image,https://api.sofascore.com/api/v1/team/3203/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.85,ALTA
E. Rivero Almario,Atlético Nacional,,,,,,,,0.0,NAO_ENCONTRADO
E. Rodríguez,Aldosivi,Lucas Rodríguez,Aldosivi,https://api.sofascore.com/api/v1/player/146982/image,https://api.sofascore.com/api/v1/team/36836/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Rodríguez,Vinotinto de Ecuador,Álvaro Rodriguez,Elche,https://api.sofascore.com/api/v1/player/1154587/image,https://api.sofascore.com/api/v1/team/2846/image,LaLiga,Spain,https://api.sofascore.com/api/v1/unique-tournament/8/image,0.34,BAIXA_REVISAR
E. Salvio,Lanús,Eduardo Salvio,CA Lanús,https://api.sofascore.com/api/v1/player/47334/image,https://api.sofascore.com/api/v1/team/3218/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.85,ALTA
E. Segura,Emelec,Estalin Segura,Emelec,https://api.sofascore.com/api/v1/player/1018571/image,https://api.sofascore.com/api/v1/team/5255/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
E. Serje,Deportivo Pasto,Enrique Serje,Deportivo Pasto,https://api.sofascore.com/api/v1/player/846431/image,https://api.sofascore.com/api/v1/team/6113/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
E. Sosa,Cerro,Emiliano Sosa,Cerro,https://api.sofascore.com/api/v1/player/1091719/image,https://api.sofascore.com/api/v1/team/22011/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.94,ALTA
E. Tarira,Emelec,Ernesto Tarira,No team,https://api.sofascore.com/api/v1/player/1485211/image,https://api.sofascore.com/api/v1/team/241802/image,,,,0.34,BAIXA_REVISAR
E. Torres,Racing Club,Elías Torres,Racing Club,https://api.sofascore.com/api/v1/player/1213809/image,https://api.sofascore.com/api/v1/team/3215/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Torres,Operário PR,Edwin Torres,Operário-PR,https://api.sofascore.com/api/v1/player/855966/image,https://api.sofascore.com/api/v1/team/39634/image,Brasileirão Série B,Brazil,https://api.sofascore.com/api/v1/unique-tournament/390/image,0.34,BAIXA_REVISAR
